,cords,description,name,params
946,58.255 -134.945,"Naked Island, AK",station-nkxa2,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
947,35.458 -114.666,Lake Mohave - North,station-nlma3,"['air_temperature', 'air_pressure_at_sea_level', 'sea_water_temperature', 'waves', 'winds']"
948,45.291 -86.977,"Northport Pier at Death's Door, WI",station-npdw3,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
949,42.258 -79.792,"Northeast Marina, PA",station-nrep1,"['air_temperature', 'winds']"
950,25.338 -80.911,"North River, FL",station-nrrf1,"['sea_water_salinity', 'sea_water_temperature']"
951,27.832 -97.486,"8775244 - Nueces Bay, TX",station-nuet2,"['air_pressure_at_sea_level', 'sea_water_temperature', 'winds']"
952,44.613 -124.067,"Newport, OR",station-nwpo3,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
953,40.209 -74.004,"Ocean Grove, NJ",station-ocgn4,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
954,33.911 -78.147,"OCP1 - Ocean Crest Pier, NC",station-ocpn7,"['air_temperature', 'air_pressure_at_sea_level', 'sea_water_salinity', 'sea_water_temperature', 'waves', 'winds']"
955,38.338 -75.07,"Ocean City, MD",station-ocsm2,[None]
956,41.912 -87.624,"Oak St., Chicago, IL",station-oksi2,"['air_temperature', 'winds']"
957,43.341 -78.719,"Olcott Harbor, NY",station-olcn6,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
958,46.87 -89.33,"Ontonagon, MI",station-otnm4,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
959,27.634 -97.237,"8775792 - Packery Channel, TX",station-pact2,"['air_temperature', 'air_pressure_at_sea_level', 'sea_water_temperature', 'winds']"
960,58.159 -134.178,"Point Arden, AK",station-paxa2,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
961,58.203 -134.148,"Point Bishop, AK",station-pbpa2,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
962,26.072 -97.167,"8779748 - South Padre Island CGS, TX",station-pcgt2,"['air_temperature', 'air_pressure_at_sea_level', 'sea_water_temperature', 'winds']"
963,47.276 -88.528,"Portage Canal, MI",station-pclm4,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
964,28.446 -96.396,"8773701 - Port O'Connor, Matagorda Bay, TX",station-pcnt2,"['air_temperature', 'air_pressure_at_sea_level', 'sea_water_temperature', 'winds']"
965,57.016 -134.618,Point Gardner,station-pgxa2,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
966,59.742 -149.47,"Pilot Rock, AK",station-pila2,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
967,48.223 -88.366,"Passage Island, MI",station-pilm4,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
968,24.918 -80.747,"Peterson Key, FL",station-pkyf1,"['sea_water_salinity', 'sea_water_temperature']"
969,24.693 -82.773,"Pulaski Shoals Light, FL",station-plsf1,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
970,17.973 -66.762,"9758053 - Penuelas, PR",station-plsp4,"['air_temperature', 'air_pressure_at_sea_level', 'sea_water_temperature', 'winds']"
971,26.559 -97.424,"8778490 - Port Mansfield, TX",station-pmnt2,"['air_temperature', 'air_pressure_at_sea_level', 'sea_water_temperature']"
972,46.792 -91.386,"Port Wing, WI",station-pngw3,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
973,29.867 -93.931,"8770475 - Port Arthur, TX",station-port2,"['air_temperature', 'air_pressure_at_sea_level', 'sea_water_temperature', 'winds']"
974,61.06 -146.7,"Potato Point, AK",station-pota2,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
975,30.279 -87.556,"Perdido Pass, AL",station-ppta1,"['air_temperature', 'air_pressure_at_sea_level', 'sea_water_salinity', 'sea_water_temperature', 'winds']"
976,45.357 -83.492,"Presque Isle Light, MI",station-prim4,[None]
977,58.411 -134.955,"Point Retreat, AK",station-prta2,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
978,43.42 -82.54,"Port Sanilac, MI",station-pscm4,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
979,38.955 -123.741,"Point Arena, CA",station-ptac1,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
980,27.826 -97.051,"Port Aransas, TX",station-ptat2,"['air_temperature', 'air_pressure_at_sea_level', 'sea_water_temperature', 'winds']"
981,34.577 -120.648,"Point Arguello, CA",station-ptgc1,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
982,58.346 -134.752,"Portland Island, AK",station-ptla2,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
983,28.285 -82.733,"PAS -Port Richey, FL",station-ptrf1,"['air_temperature', 'air_pressure_at_sea_level', 'sea_water_temperature', 'winds']"
984,18.367 -67.251,"Puntas Rincon, PR",station-ptrp4,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
985,26.092 -80.109,"Port Everglades Channel, FL",station-pvgf1,"['air_temperature', 'air_pressure_at_sea_level', 'sea_water_temperature', 'winds']"
986,43.388 -87.867,"Port Washington, WI",station-pwaw3,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
987,58.177 -135.052,"Rocky Island, AK",station-rixa2,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
988,26.262 -97.285,"8779280 - Realitos Peninsula, TX",station-rlit2,"['air_temperature', 'air_pressure_at_sea_level', 'sea_water_temperature', 'winds']"
989,29.515 -94.513,"8770971 - Rollover Pass, TX",station-rlot2,"['air_temperature', 'air_pressure_at_sea_level', 'sea_water_temperature', 'winds']"
990,47.867 -89.313,"Rock of Ages, MI",station-roam4,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
991,43.263 -77.598,"Rochester Coast Guard, NY",station-rprn6,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
992,26.801 -97.471,"8777812 - Rincon del San Jose, TX",station-rsjt2,"['air_temperature', 'air_pressure_at_sea_level', 'sea_water_temperature', 'winds']"
993,27.84 -97.072,"8775237 - Port Aransas, TX",station-rtat2,"['air_temperature', 'air_pressure_at_sea_level', 'sea_water_temperature', 'winds']"
994,19.174 -96.093,"Sacrifice Island, Mexico",station-sacv4,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
995,24.456 -81.877,"Sand Key, FL",station-sanf1,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
996,29.857 -81.265,"St. Augustine, FL",station-sauf1,"['air_temperature', 'air_pressure_at_sea_level', 'sea_water_temperature', 'winds']"
997,36.05 -114.748,Lake Mead - South Boulder Basin,station-sbbn2,"['air_temperature', 'air_pressure_at_sea_level', 'sea_water_temperature', 'waves', 'winds']"
998,41.629 -82.841,"South Bass Island, OH",station-sbio1,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
999,43.81 -83.72,"Saginaw Bay Light #1, MI",station-sblm4,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
1000,58.205 -134.646,"Scull Island, AK",station-scxa2,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
1001,58.277 -134.389,"South Douglas, AK",station-sdia2,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
1002,28.407 -96.712,"8773037 - Seadrift, TX",station-sdrt2,"['air_temperature', 'air_pressure_at_sea_level', 'sea_water_temperature', 'winds']"
1003,46.204 -123.759,SATURN Estuary Station #04 at Mott Basin,station-sefo3,"['sea_water_salinity', 'sea_water_temperature']"
1004,46.2 -123.941,SATURN Estuary Station #03,station-seto3,"['sea_water_salinity', 'sea_water_temperature']"
1005,28.771 -95.617,"8772985 - Sargent, TX",station-sgnt2,"['air_temperature', 'air_pressure_at_sea_level', 'sea_water_temperature', 'winds']"
1006,43.749 -87.693,"Sheboygan, WI",station-sgnw3,"['air_temperature', 'air_pressure_at_sea_level', 'sea_water_temperature', 'winds']"
1007,29.408 -84.858,"Tyndall AFB Tower C (N4), FL",station-sgof1,"['air_temperature', 'air_pressure_at_sea_level', 'sea_water_temperature', 'winds']"
1008,30.058 -84.291,"SHP - Shell Point, FL",station-shpf1,"['air_temperature', 'air_pressure_at_sea_level', 'sea_water_temperature', 'winds']"
1009,57.055 -135.349,"Sitka Harbor, AK",station-shxa2,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
1010,27.862 -80.445,"Sebastian Inlet State Park North Jetty, FL",station-sipf1,"['air_temperature', 'air_pressure_at_sea_level', 'sea_water_temperature', 'waves', 'winds']"
1011,58.177 -135.259,"Sisters Island, AK",station-sisa2,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
1012,48.321 -122.831,"Smith Island, WA",station-sisw1,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
1013,55.616 -132.203,"Ship Island, AK",station-sixa2,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
1014,42.098 -86.494,"St. Joseph, MI",station-sjom4,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
1015,31.534 -80.236,U.S. Navy Tower M2R6 GA,station-skmg1,[None]
1016,59.448 -135.326,"Skagway MXAK, AK",station-skxa2,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
1017,35.389 -114.621,Lake Mohave - South,station-slmn2,"['air_temperature', 'air_pressure_at_sea_level', 'sea_water_temperature', 'waves', 'winds']"
1018,47.278 -91.27,"Silver Bay, MN",station-slvm5,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
1019,55.34 -131.644,"Salmon Landing, AK",station-slxa2,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
1020,33.655 -78.918,"Springmaid pier, SC",station-smbs1,[None]
1021,24.628 -81.109,"Sombrero Key, FL",station-smkf1,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
1022,31.375 -80.567,U.S. Navy Tower R2 GA,station-spag1,[None]
1023,26.704 -78.995,"Settlement Point, GBI, Bahamas",station-spgf1,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
1024,28.867 -90.483,"South Timbalier Block 52, LA / CSI06",station-spll1,"['air_temperature', 'air_pressure_at_sea_level', 'sea_water_temperature', 'waves', 'winds']"
1025,44.713 -83.273,"Sturgeon Point Light, MI",station-sptm4,[None]
1026,55.616 -132.203,"Ship Island, AK",station-spxa2,"['air_pressure_at_sea_level', 'winds']"
1027,45.572 -122.379,"SATURN River Station #08, Camas, WA",station-sraw1,"['sea_water_electrical_conductivity', 'sea_water_temperature']"
1028,17.784 -64.762,"Salt River Bay, St. Croix, U.S. Virgin Islands",station-srbv3,"['air_temperature', 'air_pressure_at_sea_level', 'sea_water_temperature', 'winds']"
1029,25.352 -81.1,"Shark River, FL",station-sref1,"['sea_water_salinity', 'sea_water_temperature']"
1030,46.185 -123.188,SATURN River Station #05,station-srfw1,"['sea_water_electrical_conductivity', 'sea_water_salinity', 'sea_water_temperature']"
1031,45.773 -84.137,"Spectacle Reef Light, MI",station-srlm4,"['air_temperature', 'sea_water_temperature', 'winds']"
1032,29.683 -94.033,"Sabine Pass, TX",station-srst2,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
1033,33.838 -78.484,Sunset Beach Nearshore Waves (SUN2WAVE),station-ssbn7,"['sea_water_temperature', 'waves']"
1034,47.184 -87.225,"Stannard Rock, MI",station-stdm4,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
1035,57.116 -135.391,"Sitka AML, AK",station-stxa2,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
1036,44.467 -75.8,"Superior Shoals, NY",station-supn6,[None]
1037,42.401 -86.288,"South Haven Light, South Haven, MI",station-svnm4,"['air_temperature', 'winds']"
1038,46.563 -90.437,"Saxon Harbor, WI",station-sxhw3,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
1039,55.315 -131.596,"Saxman Landing, AK",station-sxxa2,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
1040,45.202 -87.121,"Yacht Works Sister Bay, WI",station-syww3,"['air_temperature', 'winds']"
1041,29.188 -90.665,"Tambour Bay, LA",station-taml1,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
1042,46.189 -123.919,"Tansy Point, OR",station-tano3,"['sea_water_salinity', 'sea_water_temperature']"
1043,27.815 -97.389,"8775296 - USS Lexington, TX",station-taqt2,"['air_temperature', 'air_pressure_at_sea_level', 'sea_water_temperature']"
1044,28.156 -82.758,"TAS - Tarpon Springs, FL",station-tarf1,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
1045,44.254 -83.449,"Tawas Point, MI",station-tawm4,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
1046,45.035 -83.194,"Thunder Bay Island, MI",station-tbim4,"['air_temperature', 'winds']"
1047,25.155 -80.722,"Terrapin Bay, FL",station-tbyf1,"['sea_water_salinity', 'sea_water_temperature']"
1048,25.213 -80.533,"Trout Cove, FL",station-tcvf1,"['sea_water_salinity', 'sea_water_temperature']"
1049,41.055 -124.147,"Trinidad Pier Trinidad, CA",station-tdpc1,"['sea_water_salinity', 'sea_water_temperature']"
1050,41.826 -83.194,Toledo Light No. 2 OH,station-thlo1,"['air_temperature', 'winds']"
1051,25.203 -80.372,"Thursday Point, FL",station-thrf1,"['sea_water_salinity', 'sea_water_temperature']"
1052,37.892 -122.447,"Tiburon Pier, San Francisco Bay, CA",station-tibc1,"['air_temperature', 'air_pressure_at_sea_level', 'sea_water_salinity', 'sea_water_temperature', 'winds']"
1053,57.779 -135.219,"Tenakee Springs, AK",station-tkea2,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
1054,25.41 -80.964,"Tarpon Bay East, FL",station-tpef1,"['sea_water_salinity', 'sea_water_temperature']"
1055,38.899 -76.436,"Thomas Point, MD",station-tplm2,"['air_temperature', 'air_pressure_at_sea_level', 'sea_water_temperature', 'winds']"
1056,54.802 -130.934,"Tree Point, AK",station-tpxa2,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
1057,29.187 -90.608,"Terrebonne Bay, LA",station-trbl1,"['air_temperature', 'air_pressure_at_sea_level', 'sea_water_temperature', 'winds']"
1058,25.217 -80.65,"Taylor River, FL",station-trrf1,"['sea_water_salinity', 'sea_water_temperature']"
1059,48.392 -124.735,"Tatoosh Island, WA",station-ttiw1,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
1060,41.699 -83.259,"Toledo Crib, OH",station-twco1,"['air_temperature', 'air_pressure_at_sea_level', 'sea_water_temperature', 'winds']"
1061,29.689 -93.842,"8770822 - Texas Point, Sabine Pass, TX",station-txpt2,"['air_temperature', 'air_pressure_at_sea_level', 'sea_water_temperature', 'winds']"
1062,36.132 -114.412,Lake Mead - Virgin Basin,station-vbba3,"['air_temperature', 'air_pressure_at_sea_level', 'sea_water_temperature', 'waves', 'winds']"
1063,28.64 -96.609,"8773259 - Port Lavaca, TX",station-vcat2,"['air_temperature', 'air_pressure_at_sea_level', 'sea_water_temperature', 'winds']"
1064,27.072 -82.453,"Venice, FL",station-venf1,"['air_temperature', 'air_pressure_at_sea_level', 'sea_water_temperature', 'winds']"
1065,19.204 -96.113,"Veracruz Harbor, MX",station-verv4,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
1066,18.153 -65.444,"9752619 - Isabel Segunda, Vieques Island, PR",station-vqsp4,"['air_temperature', 'sea_water_temperature', 'winds']"
1067,34.335 -80.702,"Lake Wateree, SC",station-wats1,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
1068,28.662 -89.551,Shell West Delta 143,station-wdel1,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
1069,46.252 -123.534,"Woody Island, OR",station-wdyo3,[None]
1070,46.76 -84.97,"Whitefish Point, MI",station-wfpm4,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
1071,42.361 -87.813,"Waukegan Harbor, IL",station-whri2,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
1072,25.587 -81.044,"Willy Willy, FL",station-wiwf1,"['sea_water_salinity', 'sea_water_temperature']"
1073,25.71 -81.249,"Watson Place, FL",station-wplf1,"['sea_water_salinity', 'sea_water_temperature']"
1074,47.662 -122.436,"West Point, WA",station-wpow1,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
1075,25.072 -80.735,"Whipray Basin, FL",station-wrbf1,"['sea_water_salinity', 'sea_water_temperature', 'winds']"
1076,45.842 -85.135,"White Shoal Light, MI",station-wslm4,"['air_temperature', 'air_pressure_at_sea_level', 'sea_water_temperature', 'winds']"
1077,25.232 -80.938,"Whitewater Bay-East, FL",station-wwef1,"['sea_water_salinity', 'sea_water_temperature']"
1078,18.055 -65.833,"9754228 - Yabucoa Harbor, PR",station-yabp4,"['air_temperature', 'sea_water_temperature', 'winds']"
1079,43.262 -79.064,"Niagara Coast Guard Station, NY",station-ygnn6,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
